属性,数值,关联材料,条件,原文片段,段落来源,DOI,标题
Symmetric_Cell_Cycling_Stability,2000 h,,1.0 mA/cm2 | galvanostatic cycling | symmetric_cell,exhibited stable voltage profiles Figures S5-S6 over 2000 h,"The performance of the TGD/AlMMP -modified lithium metal anode was evaluated Fig. 4a, and LiLi symmetrical cells with TGD/Al mathrm 3 – mathrm i exhibited stable voltage profiles Figures S5-S6 over 20",10.1016/j.cej.2022.134637,A dual lithiated alloy interphase layer for high-energy–density lithium metal ba
Elemental_Composition,"['C', 'O', 'F', 'Al', 'P']",,,The TGD polymer film contains the ... moieties ... The Al–O 74.9 eV and Al–O 73.4 eV observed in the,The TGD/AlMMP3 hybrid film was formed via in situ polymerization on the surface of a lithium metal anode details provided in the Experimental Section in the Supporting Information. As shown in Fig. 1a,10.1016/j.cej.2022.134637,A dual lithiated alloy interphase layer for high-energy–density lithium metal ba
SEI_Chemical_Composition_XPS,"['Al-O', 'P-O']",,,The Al–O 74.9 eV and Al–O 73.4 eV observed in the Al 2p X-ray photoelectron spectroscopy XPS results,The TGD/AlMMP3 hybrid film was formed via in situ polymerization on the surface of a lithium metal anode details provided in the Experimental Section in the Supporting Information. As shown in Fig. 1a,10.1016/j.cej.2022.134637,A dual lithiated alloy interphase layer for high-energy–density lithium metal ba
SEI_Chemical_Composition_XPS,"['LiF', 'Al', 'LiP', 'Li3P']",,,"As shown in Fig. 2a-c, after Ar sputtering for 60 s, the intensity of C-F3 is weakened compared with","When the hybrid film comes in contact with lithium metal, the inorganic phase comprising LiF, Al, and mathrm / mathrm 3 mathrm P is formed in the interphase layer. As shown in Fig. 2a-c, after mathbf ",10.1016/j.cej.2022.134637,A dual lithiated alloy interphase layer for high-energy–density lithium metal ba
Symmetric_Cell_Cycling_Stability,mV or h,,1.0 mA/cm2 | galvanostatic cycling | symmetric_cell,The LiLi symmetrical cell exhibited ultralow overpotential 20 mV over 2000 h.,"The conversion of an aluminum coordination compound i.e., Al MMP3 at the interface of a lithium metal anode enabled the construction of a polymer/dual alloy of mathbf mathbf x mathbf - mathbf x mathbf",10.1016/j.cej.2022.134637,A dual lithiated alloy interphase layer for high-energy–density lithium metal ba
Capacity_Retention_at_Nth_Cycle,70 %,,galvanostatic cycling | symmetric_cell,the LiNCM811 cell demonstrated outstanding capacity retention 70% after 500 cycles,"The conversion of an aluminum coordination compound i.e., Al MMP3 at the interface of a lithium metal anode enabled the construction of a polymer/dual alloy of mathbf mathbf x mathbf - mathbf x mathbf",10.1016/j.cej.2022.134637,A dual lithiated alloy interphase layer for high-energy–density lithium metal ba
Capacity_Retention_at_Nth_Cycle,70 %,,1.0 mA/cm2 | galvanostatic cycling | symmetric_cell,the LiNMC811cell with the mathrm / 3 -modified Li delivered excellent cycle stability over 500 cycle,c） d） Discharge state: （m The LiNMC811cell was used to further evaluate the electrochemical performance of TGD/AlMMP -modified lithium metal anodes. The LiNMC811cell with a pristine Li metal anode exh,10.1016/j.cej.2022.134637,A dual lithiated alloy interphase layer for high-energy–density lithium metal ba
Average_Coulombic_Efficiency_Stable_Cycling,98.5 %,,cycling test | full_cell,98.5% average CE over 300 cycles for the hybrid film,"In the carbonate electrolyte system, the cell exhibits smaller and more stable overpotential than a pristine-LiLi symmetrical cell over 800 h Figure S8, which indicates that the mathrm / 3 hybrid film",10.1016/j.cej.2022.134637,A dual lithiated alloy interphase layer for high-energy–density lithium metal ba
Plateau_Overpotential,90.0 mV,,cycling test | full_cell,A higher overpotential 90 mV was observed during the first cycle,"In the carbonate electrolyte system, the cell exhibits smaller and more stable overpotential than a pristine-LiLi symmetrical cell over 800 h Figure S8, which indicates that the mathrm / 3 hybrid film",10.1016/j.cej.2022.134637,A dual lithiated alloy interphase layer for high-energy–density lithium metal ba
Li_Nucleation_Overpotential,6.0 mV,,cycling test | full_cell,much lower nucleation overpotential 6 mV on TGD/AlMMP3-modified Cu relative to that on bare Cu foil ,"In the carbonate electrolyte system, the cell exhibits smaller and more stable overpotential than a pristine-LiLi symmetrical cell over 800 h Figure S8, which indicates that the mathrm / 3 hybrid film",10.1016/j.cej.2022.134637,A dual lithiated alloy interphase layer for high-energy–density lithium metal ba
Chemical_Formula,"LiC6, LiC12",,,"the intercalation phases of LiC 6.9 ppm, LiC 12.2 ppm, and LiC can be observed on the lithiated HC","V text pore 1 / rho text tested - 1 / rho text baseline tag 1 Both the open pore and closed pore may provide space for QM–Li plating. The possible QM–Li mathrm x , 2 leq x 6 structures have been simul",10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
First_Lithiation_Capacity,700 mAh/g,,,the metallic Li emerges on the lithiated HC at the capacity of 700 mathrm g - 1,"V text pore 1 / rho text tested - 1 / rho text baseline tag 1 Both the open pore and closed pore may provide space for QM–Li plating. The possible QM–Li mathrm x , 2 leq x 6 structures have been simul",10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
Average_Operating_Voltage_vs_Li_Li,0.08 V,,25°C | in-situ optical microscopy | half_cell,Li stripping 0.08 V,"LSV curves show the Li deintercalation process in HC/QM–Li and AG/Li electrodes Fig. S8. Two redox peaks related to the Li stripping and Li deintercalation can be found in AG/Li. Whereas, there is onl",10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
Average_Operating_Voltage_vs_Li_Li,0.1 V,,25°C | in-situ optical microscopy | half_cell,Li deintercalation 0.1–0.2 V,"LSV curves show the Li deintercalation process in HC/QM–Li and AG/Li electrodes Fig. S8. Two redox peaks related to the Li stripping and Li deintercalation can be found in AG/Li. Whereas, there is onl",10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
First_Lithiation_Capacity,600 mAh/g,,discharge to 500 mAh/g,The Li storage capacity for AG/Li and HC/QM–Li was 600 mAh mathbf g - 1 .,"The anode active material, Super P carbon black, CMC and SBR were mixed in a mass ratio of 90:4:3:3 into a homogeneous slurry in water. The slurry was coated onto a Cu foil and vacuum-dried at 100 cir",10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
Chemical_Formula,LiC4,,,LiC4 LiC LiC2 LiC2 XPS data are also collected to investigate the component and valence of AG and HC,"LiC4 LiC LiC2 LiC2 XPS data are also collected to investigate the component and valence of AG and HC in lithiated state at different etching depths. By using the same electrolyte system, the lithiated",10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
Chemical_Formula,LiC,,,LiC4 LiC LiC2 LiC2 XPS data are also collected to investigate the component and valence of AG and HC,"LiC4 LiC LiC2 LiC2 XPS data are also collected to investigate the component and valence of AG and HC in lithiated state at different etching depths. By using the same electrolyte system, the lithiated",10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
Chemical_Formula,LiC2,,,LiC4 LiC LiC2 LiC2 XPS data are also collected to investigate the component and valence of AG and HC,"LiC4 LiC LiC2 LiC2 XPS data are also collected to investigate the component and valence of AG and HC in lithiated state at different etching depths. By using the same electrolyte system, the lithiated",10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
SEI_Chemical_Composition_XPS,"['CF', 'CO3(2-)', 'C-O', 'C=O', 'LixFy', 'LiF']",,,"By using the same electrolyte system, the lithiated AG and HC possess similar SEI composition includ","LiC4 LiC LiC2 LiC2 XPS data are also collected to investigate the component and valence of AG and HC in lithiated state at different etching depths. By using the same electrolyte system, the lithiated",10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
First_Lithiation_Capacity,500 mAh/g,,,"When further discharged to the capacity of 500 mAh mathbf g - 1 , the metallic Li binding energy: ab","LiC4 LiC LiC2 LiC2 XPS data are also collected to investigate the component and valence of AG and HC in lithiated state at different etching depths. By using the same electrolyte system, the lithiated",10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
Chemical_Formula,QM–Li_x (2 ≤ x ≤ 6),,,"QM–Li mathrm x , 2 leq x 6","In conclusion, we demonstrate that the sub-nanometer confinement can significantly improve the performance of HC based hybrid LMA. HC possesses abundant subnanopores for the encapsulation of QM–Li mat",10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
Average_Coulombic_Efficiency_Stable_Cycling,99.7 %,,25°C | in-situ optical microscopy | half_cell,the CE of the half cell based on HC electrode can reach 99.7% over 240 cycles in ester electrolyte,"In conclusion, we demonstrate that the sub-nanometer confinement can significantly improve the performance of HC based hybrid LMA. HC possesses abundant subnanopores for the encapsulation of QM–Li mat",10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
First_Lithiation_Capacity,600 mAh/g,,,The Li storage capacity for AG/Li and HC/QM–Li is 600 mAh g - 1.,The full cells using NCM811 cathode and HC/QM–Li anode are assembled to investigate the practical potential of sub-nanometer confinement effect Fig. 5c and Fig. S17. The Li storage capacity for AG/Li ,10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
Capacity_Retention_at_Nth_Cycle,80 %,,25°C | in-situ optical microscopy | half_cell,HC/QM–LiNCM811 full cell demonstrates excellent cycling performance over 200 cycles with 0.1% capaci,The full cells using NCM811 cathode and HC/QM–Li anode are assembled to investigate the practical potential of sub-nanometer confinement effect Fig. 5c and Fig. S17. The Li storage capacity for AG/Li ,10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
Average_Coulombic_Efficiency_Stable_Cycling,99.7 %,,25°C | in-situ optical microscopy | half_cell,HC encapsulated with highly reversible QM–Li maintain a high CE of 99.7% from the 10th cycle to the ,The CE profiles of HC and AG in half cells are shown in Fig. 5a. HC encapsulated with highly reversible QM–Li maintain a high CE of 99.7% from the 10th cycle to the 250th cycle at a current density of,10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
Average_Coulombic_Efficiency_Stable_Cycling,96.5 %,,25°C | in-situ optical microscopy | half_cell,While the AG shows a lower CE 96.5% from the 10th cycle to the 180th cycle and a fast drop.,The CE profiles of HC and AG in half cells are shown in Fig. 5a. HC encapsulated with highly reversible QM–Li maintain a high CE of 99.7% from the 10th cycle to the 250th cycle at a current density of,10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
Average_Coulombic_Efficiency_Stable_Cycling,99.3 %,,discharge to 500 mAh/g,HC demonstrates a high average CE of 99.3% over 190 cycles,The CE profiles of HC and AG in half cells are shown in Fig. 5a. HC encapsulated with highly reversible QM–Li maintain a high CE of 99.7% from the 10th cycle to the 250th cycle at a current density of,10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
Average_Coulombic_Efficiency_Stable_Cycling,97.1 %,,discharge to 500 mAh/g,AG shows an average CE of 97.1% over 90 cycles,The CE profiles of HC and AG in half cells are shown in Fig. 5a. HC encapsulated with highly reversible QM–Li maintain a high CE of 99.7% from the 10th cycle to the 250th cycle at a current density of,10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
Areal_Capacity,1.42 mAh/cm2,,25°C | in-situ optical microscopy | half_cell,with a areal capacity of 1.42 mAh cm− 2,The CE profiles of HC and AG in half cells are shown in Fig. 5a. HC encapsulated with highly reversible QM–Li maintain a high CE of 99.7% from the 10th cycle to the 250th cycle at a current density of,10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
Areal_Capacity,2.19 mAh/cm2,,discharge to 500 mAh/g,with a fixed areal capacity of 2.19 mAh mathrm - 2,The CE profiles of HC and AG in half cells are shown in Fig. 5a. HC encapsulated with highly reversible QM–Li maintain a high CE of 99.7% from the 10th cycle to the 250th cycle at a current density of,10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
Rate_Capability_at_Given_C_rate,600 mAh/g,,discharge to 500 mAh/g,corresponding to 600 mAh bf g - 1,The CE profiles of HC and AG in half cells are shown in Fig. 5a. HC encapsulated with highly reversible QM–Li maintain a high CE of 99.7% from the 10th cycle to the 250th cycle at a current density of,10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
Symmetric_Cell_Cycling_Stability,600 h,,1.0 mA/cm2 | galvanostatic cycling,The HC/QM–Li based symmetric cell exhibits a flat voltage plateau over 600 h.,The CE profiles of HC and AG in half cells are shown in Fig. 5a. HC encapsulated with highly reversible QM–Li maintain a high CE of 99.7% from the 10th cycle to the 250th cycle at a current density of,10.1016/j.cej.2022.138049,Quasi-metallic lithium encapsulated in the subnanopores of hard carbon for hybri
